customer_id,revenue,most_recent_visit,number_of_orders,recency_days
32652,812,2006-10-24,13,69
20988,623,2006-05-25,7,221
5634,913,2006-04-30,10,246
26123,1283,2006-06-27,12,188
29105,1007,2006-05-15,9,231
9469,1282,2006-07-05,12,180
7984,667,2006-11-04,6,58
26548,921,2006-05-29,9,217
26318,1079,2006-05-26,10,220
37913,611,2006-10-06,6,87
17623,1631,2006-11-27,14,35
39626,946,2006-12-22,10,10
27031,1749,2006-05-24,16,222
8205,666,2006-07-07,8,178
13232,1498,2006-04-22,13,254
3078,1252,2006-11-04,13,58
31857,1506,2006-09-18,18,105
5071,807,2006-12-20,7,12
10153,1908,2006-11-27,17,35
12653,665,2006-10-01,9,92
33437,1022,2006-05-25,11,221
30109,772,2006-12-02,9,30
39414,1090,2006-01-03,15,363
9221,712,2006-10-18,9,75
16696,855,2006-03-09,9,298
1190,1125,2006-05-26,13,220
37509,1715,2006-09-15,14,108
13414,820,2006-08-05,8,149
35401,490,2006-05-20,8,226
782,865,2006-08-19,9,135
12527,1292,2006-09-04,11,119
14315,803,2006-11-06,8,56
21114,646,2006-01-04,8,362
25528,306,2006-06-29,4,186
14268,817,2006-03-24,9,283
18889,957,2006-09-10,11,113
12369,1211,2006-05-20,9,226
15092,1057,2005-11-04,7,423
29325,1927,2006-09-27,19,96
695,758,2005-11-26,7,401
6700,1938,2006-06-25,17,190
29355,943,2006-11-09,9,53
19876,1384,2006-11-14,16,48
22793,1047,2006-08-14,10,140
29119,726,2006-09-30,8,93
10752,923,2006-10-01,10,92
24957,1088,2006-06-26,10,189
29128,1155,2006-08-11,12,143
28559,783,2006-08-18,5,136
27658,1600,2006-09-13,14,110
22296,1331,2006-10-01,15,92
37983,1178,2006-04-30,11,246
2606,1234,2006-08-16,12,138
35406,892,2005-10-05,8,453
3016,769,2005-10-26,10,432
33881,590,2006-09-19,7,104
29587,843,2006-06-15,9,200
28684,885,2006-07-03,11,182
22055,593,2006-08-20,6,134
32215,2593,2006-09-08,23,115
22064,633,2006-01-18,9,348
22601,456,2006-08-24,4,130
33928,1357,2006-08-29,12,125
11769,546,2006-12-06,8,26
39315,1446,2005-11-06,16,421
6848,1710,2006-09-18,14,105
31492,1706,2005-11-21,16,406
28627,1195,2006-07-21,12,164
37784,234,2005-08-06,4,513
8524,638,2006-10-21,10,72
26875,939,2006-09-04,9,119
21134,1146,2006-12-20,11,12
22197,949,2006-08-16,10,138
19836,856,2006-05-20,8,226
21198,542,2006-02-23,5,312
32751,944,2006-10-27,8,66
16240,801,2006-06-05,9,210
36727,1062,2006-09-14,10,109
18444,593,2006-10-10,7,83
6492,423,2006-09-12,5,111
4954,1098,2005-09-21,12,467
16478,824,2006-07-26,8,159
29674,501,2006-06-25,6,190
713,896,2006-07-23,9,162
30106,1030,2006-11-14,11,48
2650,552,2006-04-30,7,246
19548,1505,2006-11-25,15,37
4186,601,2006-07-01,7,184
14044,1052,2006-07-19,8,166
33575,1394,2006-09-16,12,107
35674,637,2005-08-17,6,502
25101,79,2005-09-04,2,484
7840,827,2006-11-09,11,53
18401,689,2005-08-02,8,517
4510,502,2006-08-03,4,151
5947,1528,2006-09-04,15,119
37928,853,2006-05-25,8,221
26231,1134,2006-05-01,10,245
19526,970,2006-07-25,9,160
35345,489,2005-04-20,6,621
27161,619,2005-06-11,6,569
33094,518,2006-08-18,7,136
32175,742,2006-10-01,9,92
8958,587,2005-12-19,8,378
12670,1008,2006-09-26,11,97
23666,350,2006-10-08,7,85
11655,341,2006-06-26,7,189
24708,798,2006-07-02,10,183
10221,385,2006-07-07,8,178
350,704,2006-08-07,8,147
1989,1019,2006-12-02,12,30
22408,764,2006-04-23,7,253
2035,497,2005-08-25,8,494
29894,645,2006-09-07,7,116
473,1070,2006-05-27,11,219
387,1053,2005-11-12,9,415
26031,701,2006-07-11,9,174
5416,570,2006-08-05,10,149
1609,1206,2006-10-04,15,89
35822,820,2006-08-02,9,152
28256,1219,2006-09-01,9,122
39071,602,2006-01-14,7,352
23587,718,2006-11-20,8,42
24780,829,2006-07-02,11,183
18097,424,2005-10-06,7,452
18578,643,2006-03-19,8,288
13490,948,2006-05-15,10,231
33157,832,2006-07-03,9,182
4858,968,2006-11-01,9,61
25850,688,2006-07-30,9,155
21410,1477,2006-05-01,14,245
8588,1016,2006-09-18,10,105
18455,546,2006-04-29,6,247
13222,1539,2006-06-10,13,205
32949,966,2006-10-14,9,79
9455,633,2006-03-29,6,278
31736,2010,2006-10-02,21,91
889,735,2006-11-10,10,52
28147,395,2006-07-25,5,160
36265,868,2006-10-15,10,78
23658,837,2006-08-08,11,146
31894,631,2006-07-08,8,177
25403,493,2006-05-05,7,241
36514,1053,2006-05-10,10,236
13331,1043,2006-08-10,11,144
21063,1210,2006-07-09,13,176
6154,722,2005-07-15,6,535
22080,1014,2006-08-21,11,133
26250,868,2006-08-11,10,143
27351,768,2005-10-20,5,438
13159,1050,2006-11-13,10,49
38556,1226,2006-03-24,13,283
22622,993,2006-11-04,11,58
37287,1151,2006-09-30,11,93
29139,789,2006-07-14,8,171
4379,776,2006-08-15,9,139
9806,464,2006-09-08,5,115
6934,687,2006-09-23,8,100
13510,1807,2006-02-02,16,333
36111,1068,2006-12-10,13,22
17025,973,2006-07-10,9,175
14041,665,2005-09-16,5,472
10908,828,2006-10-27,13,66
22425,696,2006-05-08,7,238
14097,598,2006-08-21,9,133
6099,1466,2006-01-30,14,336
37656,636,2006-11-14,11,48
3179,389,2005-10-07,4,451
39317,931,2006-11-16,12,46
13611,929,2006-10-08,8,85
25005,821,2006-08-20,7,134
15836,720,2006-07-15,11,170
24760,620,2006-10-22,5,71
25017,417,2006-10-21,6,72
34726,2353,2006-11-07,19,55
7201,1285,2006-04-13,11,263
32770,956,2006-11-24,10,38
27310,859,2006-10-14,8,79
36178,1132,2006-03-14,13,293
17397,1640,2006-06-19,16,196
17775,535,2006-08-31,6,123
34107,678,2006-04-23,8,253
27440,1290,2005-11-04,12,423
4439,788,2006-08-08,9,146
6054,985,2006-04-08,12,268
20428,584,2005-10-09,6,449
24631,1161,2006-06-23,13,192
35195,436,2006-10-17,6,76
26701,860,2006-03-29,8,278
6996,897,2006-10-21,11,72
22141,1261,2006-11-01,11,61
37281,1114,2006-11-07,13,55
7419,755,2006-07-30,10,155
18489,1283,2006-10-23,11,70
16691,979,2006-05-13,9,233
17780,1351,2006-10-15,13,78
31299,668,2006-07-05,10,180
36344,883,2006-10-24,10,69
23336,846,2006-01-17,11,349
1564,913,2006-10-10,8,83
31880,498,2005-07-12,4,538
1184,853,2006-06-23,11,192
3463,913,2006-11-01,12,61
30300,69,2006-06-18,2,197
14474,746,2006-09-20,12,103
22795,1127,2006-06-28,13,187
15014,825,2006-06-26,7,189
11764,533,2006-06-01,8,214
23537,710,2005-10-15,7,443
3085,590,2006-03-21,6,286
37637,1024,2006-08-19,13,135
1735,688,2006-09-22,9,101
17337,624,2006-06-18,5,197
12536,789,2006-05-27,8,219
32413,1342,2006-07-25,11,160
39376,1137,2006-08-29,14,125
31570,769,2006-07-16,9,169
28244,1106,2006-08-15,10,139
31980,358,2005-12-19,3,378
12715,1302,2006-05-21,12,225
21771,1290,2006-01-04,10,362
2444,1170,2006-11-02,12,60
24806,861,2006-11-21,10,41
10868,716,2005-11-08,9,419
1868,878,2006-08-08,9,146
13759,1169,2006-08-02,12,152
29414,292,2005-12-09,4,388
9935,1013,2006-08-31,11,123
10243,1190,2006-08-21,11,133
10483,761,2006-04-27,10,249
35090,470,2006-03-28,9,279
35974,861,2006-10-12,13,81
10484,626,2006-08-03,8,151
5498,1364,2006-06-24,16,191
12281,863,2006-05-28,11,218
24562,1485,2006-07-23,15,162
14648,792,2006-04-04,11,272
2583,249,2006-05-14,6,232
8005,1230,2006-08-03,10,151
25085,801,2006-08-09,8,145
37038,946,2006-09-20,10,103
12147,1497,2006-05-25,15,221
23892,1290,2006-08-12,14,142
25285,452,2006-09-27,6,96
12289,1053,2006-04-28,11,248
1267,998,2006-10-15,14,78
17767,1111,2006-12-24,13,8
18556,310,2006-09-07,4,116
11381,826,2006-10-16,9,77
30420,1170,2006-04-18,11,258
4649,1412,2006-10-21,17,72
26341,884,2006-03-31,9,276
27381,1008,2006-09-13,10,110
33519,464,2006-07-20,8,165
24415,970,2006-09-22,12,101
12970,1209,2006-12-23,16,9
31257,1110,2006-09-22,12,101
22208,489,2006-10-12,6,81
17863,736,2006-04-23,10,253
28401,913,2006-08-01,8,153
9781,1033,2006-11-13,10,49
27633,620,2006-08-03,7,151
26795,963,2006-08-05,10,149
15758,818,2006-05-10,8,236
18966,1090,2005-12-10,8,387
26466,870,2006-12-26,11,6
27554,1471,2006-08-03,13,151
14581,1934,2006-11-28,19,34
38944,436,2006-08-31,6,123
38990,1325,2006-10-05,13,88
25758,626,2006-09-03,8,120
17670,959,2006-06-06,9,209
3464,946,2006-09-05,11,118
3319,839,2006-07-13,11,172
39259,628,2006-07-24,9,161
30752,711,2006-09-26,6,97
38174,968,2005-10-30,9,428
39385,680,2006-09-03,8,120
24154,1415,2006-03-10,14,297
33886,587,2006-10-25,5,68
13723,1211,2005-12-18,14,379
28741,660,2006-09-06,8,117
23911,585,2006-08-22,7,132
25596,1124,2006-05-19,10,227
27094,832,2006-07-14,8,171
21175,656,2006-03-18,6,289
38227,1218,2006-06-06,10,209
38876,1197,2006-10-09,14,84
36315,1486,2006-09-26,17,97
3115,384,2005-08-20,5,499
14089,869,2006-08-27,11,127
8533,889,2005-08-27,11,492
38710,1195,2006-11-28,10,34
35827,657,2005-08-05,11,514
16031,1238,2006-11-27,14,35
9300,822,2006-04-20,7,256
19937,443,2006-10-21,7,72
30833,832,2006-07-11,10,174
16269,615,2006-12-13,8,19
9694,1038,2006-11-01,10,61
23785,1303,2006-07-03,11,182
32025,1092,2006-10-14,8,79
500,450,2006-10-09,5,84
9418,648,2006-09-03,7,120
28250,1070,2006-09-27,12,96
36863,738,2005-07-01,7,549
23713,1336,2006-11-20,16,42
1446,613,2006-08-07,9,147
19330,431,2005-11-18,6,409
23494,529,2005-09-06,6,482
35606,519,2005-11-20,7,407
39508,522,2005-12-28,7,369
9263,798,2006-07-30,7,155
32811,1628,2006-07-17,15,168
32561,907,2006-12-02,8,30
9754,1070,2006-05-09,9,237
22719,1368,2006-06-17,10,198
11833,1681,2006-08-08,13,146
29440,1157,2006-07-01,14,184
25607,687,2006-06-12,9,203
4754,906,2005-11-08,7,419
37170,732,2006-08-31,9,123
36388,361,2005-12-15,4,382
37215,884,2006-09-08,10,115
2167,1231,2006-11-20,12,42
13320,1434,2006-11-02,15,60
33199,1107,2006-07-04,13,181
8179,349,2005-11-17,5,410
6993,899,2006-10-08,12,85
4294,897,2006-06-18,10,197
4419,510,2006-11-21,6,41
26431,1048,2006-12-08,10,24
33024,438,2006-07-31,6,154
30811,1290,2006-12-28,15,4
20210,928,2006-07-28,10,157
9837,1099,2006-10-22,13,71
27142,1080,2006-10-17,10,76
30364,1307,2006-12-17,14,15
6372,704,2006-03-05,10,302
15206,471,2005-09-01,3,487
977,1166,2006-10-22,12,71
20091,1418,2006-09-07,14,116
11913,1551,2006-07-19,13,166
21718,685,2006-04-25,6,251
19413,540,2005-12-20,9,377
25891,626,2005-09-07,5,481
13525,726,2006-09-14,7,109
28911,809,2005-11-15,8,412
35511,1096,2006-11-23,10,39
16757,1491,2006-08-05,14,149
20549,959,2006-07-28,9,157
16255,874,2006-11-05,10,57
34690,943,2006-08-26,10,128
13476,1131,2006-12-01,11,31
19346,386,2006-01-19,6,347
25839,1012,2006-03-21,9,286
5275,1414,2006-06-19,10,196
3878,899,2006-07-30,11,155
31472,1637,2006-11-23,15,39
30434,630,2005-12-09,5,388
6598,797,2006-12-10,7,22
16002,1075,2006-12-15,12,17
18168,940,2006-10-05,8,88
33557,409,2006-06-23,6,192
31930,917,2006-08-10,9,144
12589,549,2006-08-13,6,141
30391,948,2006-04-28,11,248
34768,1035,2006-05-07,9,239
8926,758,2006-11-24,10,38
37450,849,2006-08-22,12,132
31212,1215,2006-11-26,12,36
26440,1045,2006-09-09,11,114
14819,403,2006-06-12,7,203
12419,1217,2006-11-30,16,32
34287,708,2006-06-22,10,193
17530,401,2005-11-19,7,408
37698,1168,2006-10-24,12,69
25997,594,2006-07-26,8,159
7571,1426,2006-08-29,12,125
32396,1231,2006-09-28,14,95
14607,1207,2006-09-04,14,119
27620,1241,2006-10-08,11,85
37814,851,2006-06-30,11,185
6855,749,2006-06-23,7,192
10925,692,2006-11-17,7,45
7568,415,2006-04-08,7,268
9127,780,2006-04-14,8,262
22494,1369,2006-08-28,14,126
3770,1187,2006-09-17,12,106
34635,1116,2006-08-22,10,132
5415,337,2006-07-12,4,173
8737,806,2006-12-06,8,26
9690,1483,2006-07-22,16,163
27425,677,2004-12-20,6,742
828,564,2006-07-30,6,155
7563,1142,2006-08-24,13,130
30402,870,2006-08-13,8,141
28222,947,2006-12-06,10,26
5710,1222,2006-11-16,12,46
17310,897,2006-11-21,9,41
18810,1526,2006-10-04,12,89
36663,1144,2006-12-18,16,14
27997,1270,2006-07-22,13,163
18268,1429,2006-11-27,13,35
14644,402,2006-07-13,5,172
39301,976,2006-07-08,10,177
24561,1357,2006-09-15,12,108
27871,1088,2006-11-09,9,53
21701,839,2006-06-19,8,196
28008,1063,2006-09-14,11,109
16447,1199,2006-08-21,11,133
1483,679,2006-11-11,8,51
17287,1185,2006-04-21,13,255
21276,1221,2006-07-12,14,173
5911,939,2006-08-04,7,150
27037,240,2006-07-06,4,179
2587,717,2005-09-30,9,458
20769,784,2006-11-20,9,42
8367,918,2006-02-08,10,327
26367,1755,2006-07-06,16,179
616,792,2006-07-11,10,174
15881,623,2006-07-16,6,169
35652,1019,2006-11-09,11,53
18431,990,2005-08-31,7,488
12233,1258,2006-08-15,13,139
9419,643,2006-08-12,9,142
8787,838,2006-10-22,9,71
31698,740,2006-08-10,10,144
27704,1038,2006-10-23,9,70
37810,1131,2006-06-11,11,204
24207,722,2005-07-18,7,532
31453,805,2006-08-01,9,153
35858,1182,2006-09-02,13,121
20550,1171,2006-08-29,11,125
37693,1203,2006-11-05,13,57
33191,1533,2006-12-23,18,9
22778,1048,2006-10-19,11,74
5968,294,2005-10-10,5,448
39614,525,2005-08-21,6,498
11221,664,2006-09-27,7,96
29531,621,2006-05-15,8,231
27558,1182,2006-12-17,14,15
34858,1193,2006-01-21,11,345
13682,445,2006-05-03,5,243
9615,730,2006-12-06,7,26
32639,1133,2006-12-05,14,27
37771,1330,2006-12-24,13,8
39047,1547,2006-04-12,16,264
4060,1168,2006-09-25,12,98
22671,1262,2006-09-25,11,98
3220,691,2006-08-04,7,150
32324,794,2006-04-30,10,246
11873,279,2005-03-26,5,646
14091,472,2006-07-14,7,171
21500,1040,2006-12-27,10,5
15456,694,2006-04-26,9,250
32098,789,2006-05-09,11,237
20453,829,2006-09-21,10,102
30121,688,2006-09-25,9,98
34930,645,2005-10-12,7,446
8143,1506,2006-12-08,15,24
21022,911,2006-08-11,8,143
4952,1085,2006-08-24,12,130
6911,969,2006-09-17,10,106
6137,406,2006-07-11,6,174
35786,862,2006-12-04,8,28
39910,807,2006-08-31,10,123
17852,500,2006-11-07,8,55
6673,1000,2006-08-11,10,143
13824,829,2006-05-13,9,233
25592,676,2006-11-24,8,38
10756,1044,2005-09-26,10,462
33470,1182,2006-11-23,13,39
6465,1271,2006-11-13,12,49
33718,579,2006-07-03,6,182
1945,488,2006-09-14,8,109
3343,502,2006-03-12,5,295
23165,755,2006-10-20,12,73
13226,1180,2006-07-24,10,161
26655,400,2005-11-10,5,417
8139,417,2006-05-14,6,232
20660,526,2006-06-07,5,208
34755,608,2006-12-24,10,8
27221,1114,2006-10-29,16,64
19774,217,2006-07-13,4,172
773,1066,2005-08-10,12,509
15536,1299,2006-07-11,11,174
22803,808,2006-07-17,6,168
28660,632,2006-12-22,7,10
10219,872,2006-10-22,13,71
32874,718,2006-07-01,10,184
35699,980,2006-08-26,9,128
8465,637,2006-06-10,7,205
11813,855,2006-08-27,8,127
3841,1062,2006-12-18,13,14
33167,1014,2006-09-02,11,121
9273,472,2006-11-25,9,37
16225,1211,2006-09-24,13,99
7755,1233,2006-05-20,15,226
16867,878,2006-08-28,9,126
35665,946,2006-06-04,9,211
20094,907,2006-08-09,9,145
11084,967,2006-10-21,8,72
39555,780,2006-10-11,6,82
37039,1427,2006-06-01,14,214
8765,933,2006-07-26,9,159
334,573,2005-10-08,6,450
25483,1564,2006-07-17,13,168
11110,487,2006-09-04,7,119
33968,1231,2006-09-05,12,118
15799,484,2005-07-16,5,534
15415,1254,2006-09-23,13,100
13691,539,2006-11-06,8,56
29197,790,2005-08-27,9,492
26778,664,2006-05-06,8,240
37815,526,2006-10-20,7,73
9613,538,2006-07-18,6,167
38743,829,2006-11-19,12,43
17989,528,2006-10-21,10,72
7210,712,2006-09-27,7,96
9772,1074,2006-03-15,11,292
1607,1464,2006-08-08,13,146
5654,541,2006-10-04,7,89
15299,478,2006-06-04,6,211
8558,998,2006-05-03,10,243
38424,749,2006-05-23,11,223
2142,793,2006-07-29,10,156
38371,1504,2006-10-06,14,87
3308,661,2006-02-02,8,333
4241,892,2006-08-17,9,137
30595,884,2006-12-27,10,5
12894,1148,2006-09-17,14,106
18209,1941,2006-10-13,15,80
8866,1279,2006-11-11,13,51
7770,693,2006-07-25,9,160
34531,972,2006-10-09,10,84
22932,759,2006-11-12,8,50
34116,1226,2006-10-29,12,64
17954,582,2006-07-01,7,184
25661,429,2005-04-14,5,627
1397,868,2006-09-09,11,114
27680,1526,2006-06-30,14,185
5845,693,2006-05-28,10,218
20529,803,2006-09-23,8,100
22660,1436,2006-12-13,13,19
13639,920,2006-11-21,9,41
29291,1140,2006-10-16,11,77
36760,633,2006-10-28,8,65
17901,1447,2006-09-04,13,119
37435,564,2006-07-10,6,175
32266,988,2006-08-28,10,126
22354,495,2005-09-10,6,478
32943,1115,2006-07-18,11,167
34080,581,2005-11-02,8,425
8255,1034,2006-11-16,8,46
18968,381,2005-11-29,5,398
10146,1228,2005-10-04,16,454
25475,1039,2006-08-08,9,146
29072,1013,2006-01-06,7,360
8173,586,2006-07-15,10,170
33219,457,2006-11-13,6,49
27903,811,2006-06-19,10,196
4059,993,2006-12-07,10,25
9227,837,2006-05-25,8,221
11895,770,2005-08-27,8,492
34511,1349,2006-12-26,13,6
18763,1193,2006-11-20,10,42
4889,904,2006-05-09,7,237
22458,1011,2005-10-03,9,455
17435,674,2006-07-24,10,161
16965,1160,2006-04-25,11,251
19905,478,2006-06-07,8,208
23292,1280,2006-08-25,11,129
26730,1208,2006-09-20,11,103
23940,1299,2006-09-06,12,117
37023,1312,2006-10-10,10,83
17215,872,2006-05-08,9,238
29738,1051,2006-07-14,10,171
13756,381,2006-08-20,5,134
24287,1239,2006-09-23,13,100
5997,1193,2006-09-24,16,99
984,903,2006-10-16,12,77
32666,735,2006-10-14,6,79
32732,690,2006-04-09,11,267
439,609,2006-04-24,10,252
37571,672,2005-08-16,5,503
5826,1129,2006-07-14,12,171
23152,1043,2005-10-06,9,452
9628,1233,2006-10-16,9,77
14210,1506,2006-01-18,13,348
32002,1133,2006-09-05,11,118
3514,1209,2006-12-28,12,4
139,743,2005-10-26,7,432
4347,440,2006-08-18,9,136
25949,494,2006-11-15,5,47
35205,1028,2006-11-15,12,47
35305,487,2006-08-14,7,140
12933,899,2006-06-08,11,207
35522,1196,2006-09-12,12,111
25679,895,2006-04-01,8,275
29218,372,2005-12-24,7,373
630,908,2006-06-03,10,212
10351,676,2006-04-23,9,253
1498,1014,2006-08-29,10,125
28926,1246,2006-07-16,9,169
21748,665,2006-08-19,6,135
36072,815,2005-12-05,7,392
8689,496,2005-03-17,6,655
22173,574,2006-10-24,7,69
27861,997,2006-04-01,13,275
17895,1219,2006-09-26,13,97
5495,906,2006-11-01,10,61
7440,1148,2006-11-09,11,53
20373,702,2005-12-14,7,383
14660,1573,2006-06-05,16,210
25761,987,2006-10-25,10,68
28267,966,2006-07-25,12,160
6157,597,2005-07-14,6,536
8402,896,2006-12-17,10,15
24960,1165,2006-04-07,10,269
5494,1017,2006-03-25,14,282
18322,879,2006-12-05,12,27
39527,559,2006-01-07,10,359
13743,913,2006-12-06,10,26
39571,943,2006-09-22,10,101
36240,885,2006-05-25,13,221
13242,1200,2005-10-04,7,454
34744,568,2006-07-23,9,162
39942,698,2006-07-27,6,158
38936,1379,2006-07-22,13,163
25770,758,2006-07-29,10,156
12591,311,2006-06-12,5,203
8642,1574,2006-10-21,13,72
13328,962,2006-08-27,10,127
2212,604,2006-12-07,10,25
7734,1292,2006-11-25,12,37
39300,1503,2006-10-14,14,79
28456,1392,2006-09-01,15,122
26029,811,2006-03-07,11,300
38850,732,2006-02-12,8,323
2375,775,2006-01-25,6,341
21675,839,2006-09-01,8,122
3316,793,2006-08-28,7,126
35180,832,2006-07-22,6,163
20337,1089,2006-10-07,9,86
6450,676,2005-12-05,9,392
37273,1489,2006-05-29,11,217
16502,1202,2006-10-01,11,92
1268,580,2006-07-20,7,165
13539,1041,2006-05-28,12,218
2030,546,2006-11-22,8,40
22456,795,2006-02-28,9,307
5482,1230,2006-10-09,14,84
29897,712,2006-10-12,8,81
22418,1223,2006-11-04,13,58
24230,1115,2006-08-25,13,129
25024,667,2006-06-28,6,187
24397,791,2005-11-05,9,422
20938,775,2006-11-05,10,57
30166,182,2005-12-05,2,392
12865,1716,2006-10-08,13,85
14713,1029,2005-06-23,6,557
31571,508,2006-07-22,7,163
22899,790,2006-08-19,9,135
37270,664,2006-07-20,9,165
15341,1267,2006-10-10,11,83
10091,768,2006-10-05,7,88
11304,1839,2006-09-08,16,115
26384,938,2006-08-28,10,126
38369,1122,2006-11-15,11,47
22695,544,2006-05-28,8,218
31005,1100,2006-08-07,10,147
18717,972,2005-08-18,10,501
18646,481,2005-10-17,4,441
36353,1140,2006-10-20,11,73
36903,918,2006-11-10,13,52
21253,1389,2006-09-23,12,100
37707,840,2006-04-23,8,253
20532,1043,2006-08-13,14,141
4171,1325,2006-12-09,14,23
27765,661,2006-10-14,8,79
33941,879,2006-10-28,10,65
33290,1339,2006-07-20,12,165
12157,847,2006-08-23,9,131
38617,702,2006-07-01,8,184
33217,1100,2006-12-02,13,30
2569,1074,2006-11-09,11,53
37075,1580,2006-06-24,13,191
33266,497,2005-11-09,7,418
38873,910,2006-07-17,10,168
1306,848,2005-12-14,11,383
36554,826,2006-12-27,8,5
21999,1199,2005-12-25,9,372
12562,774,2006-08-23,8,131
35684,1260,2006-07-03,12,182
3851,1170,2006-10-07,11,86
19408,1028,2006-10-05,11,88
8219,744,2006-09-19,9,104
9114,1069,2006-04-26,9,250
33427,843,2006-10-22,11,71
29205,277,2006-01-20,3,346
30758,520,2006-04-05,5,271
36623,1016,2006-10-23,11,70
26916,1069,2006-05-01,9,245
28695,289,2006-11-11,3,51
18823,1528,2005-08-23,12,496
7660,655,2006-08-03,7,151
13140,522,2006-08-27,5,127
14882,672,2006-07-14,9,171
30435,1267,2006-12-04,12,28
26520,596,2005-10-14,5,444
11334,1113,2006-09-04,12,119
7397,376,2006-05-05,5,241
22088,627,2006-07-11,9,174
4459,1660,2006-12-27,14,5
34933,323,2006-02-16,5,319
19369,1322,2006-04-29,12,247
38646,933,2006-05-06,14,240
25702,516,2006-01-24,8,342
10579,709,2006-08-20,11,134
4417,1219,2006-11-24,12,38
29413,1152,2006-11-25,10,37
38830,1374,2006-03-21,13,286
31890,1183,2006-05-21,14,225
356,1171,2006-09-17,9,106
5433,1193,2005-12-10,10,387
20946,1146,2006-07-29,8,156
12719,634,2006-09-15,6,108
38685,432,2006-10-22,4,71
141,1558,2006-10-28,13,65
31357,1542,2006-11-09,16,53
8105,1196,2006-08-02,13,152
9139,903,2006-04-02,8,274
13643,360,2005-10-28,4,430
7744,383,2006-09-15,3,108
9849,1601,2006-06-15,15,200
8897,587,2006-12-30,7,2
3364,887,2006-08-07,10,147
14450,1432,2006-09-07,12,116
24381,309,2005-06-25,4,555
32662,1019,2006-10-29,10,64
1461,599,2006-08-02,7,152
39001,706,2006-05-27,7,219
37647,900,2006-09-14,10,109
4069,1382,2006-11-13,13,49
8485,727,2005-06-12,8,568
22087,1281,2006-12-07,13,25
15834,821,2006-11-01,7,61
14577,1173,2006-10-19,10,74
3472,1007,2006-03-02,12,305
1744,909,2006-08-19,11,135
14140,804,2006-04-30,11,246
12255,747,2006-11-10,7,52
4727,770,2006-04-24,11,252
11543,1180,2006-08-04,11,150
33569,1260,2006-10-17,13,76
38610,774,2005-07-09,7,541
24583,689,2006-09-20,6,103
32846,683,2006-05-22,8,224
6112,650,2006-10-09,8,84
32205,437,2006-07-05,7,180
3184,856,2006-08-28,8,126
885,1312,2006-04-28,11,248
21373,948,2006-10-23,13,70
393,784,2006-01-07,10,359
38116,1070,2006-07-11,9,174
17439,1793,2006-09-30,14,93
6758,1281,2006-12-11,11,21
11239,1110,2006-01-26,14,340
2017,348,2005-11-22,5,405
14883,1581,2006-08-05,15,149
14996,1299,2006-10-11,12,82
18278,889,2006-10-09,10,84
12018,1107,2006-07-03,14,182
20334,1154,2006-07-11,11,174
37129,872,2006-05-06,8,240
33037,742,2006-10-07,9,86
7051,974,2006-07-02,13,183
19892,847,2006-08-25,11,129
39486,1055,2006-10-22,10,71
16919,1372,2006-10-24,11,69
17326,1032,2006-07-17,13,168
28282,799,2005-04-16,7,625
3554,1167,2006-10-08,11,85
24572,968,2005-11-01,12,426
35666,631,2006-06-21,5,194
38097,626,2006-07-15,8,170
6809,611,2005-12-17,11,380
22898,611,2006-10-31,8,62
3136,892,2005-11-22,11,405
3907,1063,2006-10-22,11,71
14829,1213,2006-08-31,14,123
7672,522,2006-11-01,5,61
16873,1460,2006-09-23,12,100
18458,1063,2006-11-16,14,46
7364,701,2006-06-25,8,190
33563,981,2006-05-30,9,216
11382,426,2006-05-15,7,231
29378,549,2005-10-03,7,455
15894,858,2006-08-07,11,147
27262,1150,2006-08-02,14,152
32341,1009,2006-11-30,10,32
28541,1132,2006-05-11,13,235
22844,1049,2006-08-06,12,148
35612,568,2006-07-01,8,184
29733,1140,2006-02-16,10,319
1633,595,2006-07-08,5,177
30105,682,2005-12-05,9,392
35374,641,2006-07-20,11,165
39384,914,2006-04-24,7,252
10826,504,2005-12-01,7,396
27286,1121,2006-06-04,12,211
31163,570,2006-09-02,6,121
14738,979,2006-07-17,11,168
23695,1883,2006-06-22,16,193
21068,891,2006-09-11,11,112
24860,1514,2006-09-27,11,96
23199,807,2006-07-12,10,173
15101,842,2005-12-29,10,368
30305,252,2006-04-08,4,268
1437,497,2005-10-02,5,456
37726,576,2006-09-14,9,109
32198,677,2006-04-30,9,246
33715,901,2006-04-12,12,264
22934,1089,2006-12-10,9,22
24242,1125,2006-12-19,15,13
1731,904,2006-10-30,11,63
26373,887,2006-06-14,11,201
12443,1281,2006-10-20,13,73
13758,1268,2006-10-29,14,64
11575,1361,2006-11-17,10,45
17739,1286,2006-02-18,12,317
27373,569,2006-11-19,8,43
11405,1365,2006-10-27,11,66
30030,930,2006-07-04,11,181
26266,1860,2006-10-01,15,92
34148,996,2006-08-15,11,139
24431,1026,2005-09-17,11,471
4594,1021,2006-08-17,8,137
26939,951,2006-08-26,11,128
7470,851,2006-06-14,8,201
20070,868,2006-10-11,8,82
38848,902,2006-08-22,10,132
37890,1264,2006-08-22,10,132
6759,803,2006-11-28,7,34
29724,264,2006-08-28,6,126
7129,603,2006-07-22,8,163
2319,963,2006-10-08,12,85
17649,878,2006-09-23,9,100
19214,562,2006-06-20,9,195
11243,934,2006-10-30,11,63
16561,961,2006-06-01,11,214
2276,1045,2006-09-08,10,115
